text,label,n_chars,n_words,n_hashtags,n_mentions,n_urls,n_numbers,has_cashtag,text_lemma,text_stem,text_transformer
Dividend 15 Split Corp IIA declares CAD 0.10 dividend,2,53,9,0,0,0,2,False,dividend split corp iia declares cad dividend,dividend split corp iia declar cad dividend,Dividend 15 Split Corp IIA declares CAD 0.10 dividend
"Dividend Increases: November 18-22, 2019. Read more: https://t.co/xr8xAK9qRg #finance #stocks #stockmarket",2,106,11,3,0,1,3,False,dividend increase november read finance stock stockmarket,dividend increas novemb read financ stock stockmarket,"Dividend Increases: November 18-22, 2019. Read more: #finance #stocks #stockmarket"
Dunkin' Brands Group declares $0.4025 dividend,2,46,6,0,0,0,1,False,dunkin brand group declares dividend,dunkin brand group declar dividend,Dunkin' Brands Group declares $0.4025 dividend
Eagle Growth and Income Opportunities declares $0.08 dividend,2,61,8,0,0,0,1,False,eagle growth income opportunity declares dividend,eagl growth incom opportun declar dividend,Eagle Growth and Income Opportunities declares $0.08 dividend
Eagle Materials Declares Quarterly Dividend,2,43,5,0,0,0,0,False,eagle material declares quarterly dividend,eagl materi declar quarter dividend,Eagle Materials Declares Quarterly Dividend
Ebix declares $0.075 dividend,2,29,4,0,0,0,1,False,ebix declares dividend,ebix declar dividend,Ebix declares $0.075 dividend
Estee Lauder declares $0.48 dividend,2,36,5,0,0,0,1,False,estee lauder declares dividend,este lauder declar dividend,Estee Lauder declares $0.48 dividend
Extended Stay America goes ex-dividend tomorrow,2,47,6,0,0,0,0,False,extended stay america go dividend tomorrow,extend stay america goe dividend tomorrow,Extended Stay America goes ex-dividend tomorrow
Federal REIT declares $1.05 dividend,2,36,5,0,0,0,1,False,federal reit declares dividend,feder reit declar dividend,Federal REIT declares $1.05 dividend
Federated Premier Municipal Income Fund declares $0.05 dividend,2,63,8,0,0,0,1,False,federated premier municipal income fund declares dividend,feder premier municip incom fund declar dividend,Federated Premier Municipal Income Fund declares $0.05 dividend
Financial 15 Split declares CAD 0.1257 dividend,2,47,7,0,0,0,2,False,financial split declares cad dividend,financi split declar cad dividend,Financial 15 Split declares CAD 0.1257 dividend
First Capital declares $0.24 dividend,2,37,5,0,0,0,1,False,first capital declares dividend,first capit declar dividend,First Capital declares $0.24 dividend
First Choice declares $0.25 dividend,2,36,5,0,0,0,1,False,first choice declares dividend,first choic declar dividend,First Choice declares $0.25 dividend
First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend,2,83,9,0,0,0,1,False,first trust specialty finance financial opportunity fund declares dividend,first trust specialti financ financi opportun fund declar dividend,First Trust Specialty Finance&Financial Opportunities Fund declares $0.135 dividend
Franklin Limited Duration Income Trust declares $0.0839 dividend,2,64,8,0,0,0,1,False,franklin limited duration income trust declares dividend,franklin limit durat incom trust declar dividend,Franklin Limited Duration Income Trust declares $0.0839 dividend
"FRIEDMAN INDUSTRIES, INCORPORATED ANNOUNCES CASH DIVIDEND  https://t.co/aExIvn2taL",2,82,7,0,0,1,0,False,friedman industry incorporated announces cash dividend,friedman industri incorpor announc cash dividend,"FRIEDMAN INDUSTRIES, INCORPORATED ANNOUNCES CASH DIVIDEND"
General Mills declares $0.49 dividend,2,37,5,0,0,0,1,False,general mill declares dividend,general mill declar dividend,General Mills declares $0.49 dividend
Genuine Parts Company declares $0.7625 dividend,2,47,6,0,0,0,1,False,genuine part company declares dividend,genuin part compani declar dividend,Genuine Parts Company declares $0.7625 dividend
GlobalSCAPE declares $3.35 special dividend,2,43,5,0,0,0,1,False,globalscape declares special dividend,globalscap declar special dividend,GlobalSCAPE declares $3.35 special dividend
Goldman Sachs MLP and Energy Renaissance Fund declares $0.16 dividend,2,69,10,0,0,0,1,False,goldman sachs mlp energy renaissance fund declares dividend,goldman sach mlp energi renaiss fund declar dividend,Goldman Sachs MLP and Energy Renaissance Fund declares $0.16 dividend
GS MLP Income Opportunities Fund declares $0.21 dividend,2,56,8,0,0,0,1,False,mlp income opportunity fund declares dividend,mlp incom opportun fund declar dividend,GS MLP Income Opportunities Fund declares $0.21 dividend
Hammond Power Solutions declares CAD 0.07 dividend,2,50,7,0,0,0,1,False,hammond power solution declares cad dividend,hammond power solut declar cad dividend,Hammond Power Solutions declares CAD 0.07 dividend
Hanesbrands declares $0.15 dividend,2,35,4,0,0,0,1,False,hanesbrands declares dividend,hanesbrand declar dividend,Hanesbrands declares $0.15 dividend
Harvest Capital Credit declares $0.08 dividend,2,46,6,0,0,0,1,False,harvest capital credit declares dividend,harvest capit credit declar dividend,Harvest Capital Credit declares $0.08 dividend
Hawaiian Electric goes ex-dividend tomorrow,2,43,5,0,0,0,0,False,hawaiian electric go dividend tomorrow,hawaiian electr goe dividend tomorrow,Hawaiian Electric goes ex-dividend tomorrow
InfraCap REIT Preferred ETF declares $0.12 dividend,2,51,7,0,0,0,1,False,infracap reit preferred etf declares dividend,infracap reit prefer etf declar dividend,InfraCap REIT Preferred ETF declares $0.12 dividend
IntercontinentalExchange declares $0.30 dividend,2,48,4,0,0,0,1,False,intercontinentalexchange declares dividend,intercontinentalexchang declar dividend,IntercontinentalExchange declares $0.30 dividend
Interpublic Group of Companies declares $0.235 dividend,2,55,7,0,0,0,1,False,interpublic group company declares dividend,interpubl group compani declar dividend,Interpublic Group of Companies declares $0.235 dividend
ItaÃƒÂº Unibanco S A : Payment of Dividends and Interest on Capital  #Stock #MarketScreener https://t.co/sfvlaXYEJV https://t.co/TSbbMl9D6M,2,139,16,2,0,2,0,False,ita unibanco payment dividend interest capital stock marketscreener,ita unibanco payment dividend interest capit stock marketscreen,ItaÃƒÂº Unibanco S A : Payment of Dividends and Interest on Capital #Stock #MarketScreener
Just 4 Days Before Silicon Motion Technology Corporation (NASDAQ:SIMO) Will Be Trading Ex-Dividend,2,98,13,0,0,0,1,False,day silicon motion technology corporation nasdaq simo trading dividend,day silicon motion technolog corpor nasdaq simo trade dividend,Just 4 Days Before Silicon Motion Technology Corporation (NASDAQ:SIMO) Will Be Trading Ex-Dividend
Kaman declares $0.20 dividend,2,29,4,0,0,0,1,False,kaman declares dividend,kaman declar dividend,Kaman declares $0.20 dividend
KKR Income Opportunities Fund declares $0.125 dividend,2,54,7,0,0,0,1,False,kkr income opportunity fund declares dividend,kkr incom opportun fund declar dividend,KKR Income Opportunities Fund declares $0.125 dividend
Knight-Swift Transportation declares $0.08 dividend,2,51,5,0,0,0,1,False,knight swift transportation declares dividend,knight swift transport declar dividend,Knight-Swift Transportation declares $0.08 dividend
Kohl's declares $0.67 dividend,2,30,4,0,0,0,1,False,kohl declares dividend,kohl declar dividend,Kohl's declares $0.67 dividend
Louisiana-Pacific declares $0.145 dividend,2,42,4,0,0,0,1,False,louisiana pacific declares dividend,louisiana pacif declar dividend,Louisiana-Pacific declares $0.145 dividend
M&T Bank declares $1.10 dividend,2,32,5,0,0,0,1,False,bank declares dividend,bank declar dividend,M&T Bank declares $1.10 dividend
Mackinac Financial declares $0.14 dividend,2,42,5,0,0,0,1,False,mackinac financial declares dividend,mackinac financi declar dividend,Mackinac Financial declares $0.14 dividend
Mannatech declares $0.125 dividend,2,34,4,0,0,0,1,False,mannatech declares dividend,mannatech declar dividend,Mannatech declares $0.125 dividend
Marine Petroleum Trust declares $0.0488 dividend,2,48,6,0,0,0,1,False,marine petroleum trust declares dividend,marin petroleum trust declar dividend,Marine Petroleum Trust declares $0.0488 dividend
McChip Resources declares C$0.02 dividend,2,41,5,0,0,0,1,False,mcchip resource declares dividend,mcchip resourc declar dividend,McChip Resources declares C$0.02 dividend
Merck declares $0.61 dividend,2,29,4,0,0,0,1,False,merck declares dividend,merck declar dividend,Merck declares $0.61 dividend
Mesa Royalty Trust declares $0.036724557 dividend,2,49,6,0,0,0,1,False,mesa royalty trust declares dividend,mesa royalti trust declar dividend,Mesa Royalty Trust declares $0.036724557 dividend
Meta Financial declares $0.05 dividend,2,38,5,0,0,0,1,False,meta financial declares dividend,meta financi declar dividend,Meta Financial declares $0.05 dividend
Middlefield Banc declares $0.15 dividend,2,40,5,0,0,0,1,False,middlefield banc declares dividend,middlefield banc declar dividend,Middlefield Banc declares $0.15 dividend
Morneau Shepell declares CAD 0.065 dividend,2,43,6,0,0,0,1,False,morneau shepell declares cad dividend,morneau shepel declar cad dividend,Morneau Shepell declares CAD 0.065 dividend
New York Times declares $0.06 dividend,2,38,6,0,0,0,1,False,new york time declares dividend,new york time declar dividend,New York Times declares $0.06 dividend
Nielsen goes ex-dividend tomorrow,2,33,4,0,0,0,0,False,nielsen go dividend tomorrow,nielsen goe dividend tomorrow,Nielsen goes ex-dividend tomorrow
Norsk Hydro declares NOK1.25 dividend,2,37,5,0,0,0,1,False,norsk hydro declares nok dividend,norsk hydro declar nok dividend,Norsk Hydro declares NOK1.25 dividend
Northern Star Resources declares AUD 0.075 dividend,2,51,7,0,0,0,1,False,northern star resource declares aud dividend,northern star resourc declar aud dividend,Northern Star Resources declares AUD 0.075 dividend
Nuveen AMT-Free Quality Municipal Income Fund declares $0.0117 dividend,2,71,9,0,0,0,1,False,nuveen amt free quality municipal income fund declares dividend,nuveen amt free qualiti municip incom fund declar dividend,Nuveen AMT-Free Quality Municipal Income Fund declares $0.0117 dividend
Nuveen Maryland Premium Income Municipal Fund declares $0.044 dividend,2,70,9,0,0,0,1,False,nuveen maryland premium income municipal fund declares dividend,nuveen maryland premium incom municip fund declar dividend,Nuveen Maryland Premium Income Municipal Fund declares $0.044 dividend
Nuveen Michigan Quality Income Municipal Fund declares $0.0445 dividend,2,71,9,0,0,0,1,False,nuveen michigan quality income municipal fund declares dividend,nuveen michigan qualiti incom municip fund declar dividend,Nuveen Michigan Quality Income Municipal Fund declares $0.0445 dividend
Nuveen Minnesota Quality Municipal Income Fund declares $0.049 dividend,2,71,9,0,0,0,1,False,nuveen minnesota quality municipal income fund declares dividend,nuveen minnesota qualiti municip incom fund declar dividend,Nuveen Minnesota Quality Municipal Income Fund declares $0.049 dividend
Nuveen Virginia Quality Municipal Income Fund declares $0.0445 dividend,2,71,9,0,0,0,1,False,nuveen virginia quality municipal income fund declares dividend,nuveen virginia qualiti municip incom fund declar dividend,Nuveen Virginia Quality Municipal Income Fund declares $0.0445 dividend
Oaktree Specialty Lending declares $0.095 dividend,2,50,6,0,0,0,1,False,oaktree specialty lending declares dividend,oaktre specialti lend declar dividend,Oaktree Specialty Lending declares $0.095 dividend
Oaktree Strategic Income declares $0.155 dividend,2,49,6,0,0,0,1,False,oaktree strategic income declares dividend,oaktre strateg incom declar dividend,Oaktree Strategic Income declares $0.155 dividend
Old Dominion Freight Line declares $0.23 dividend,2,49,7,0,0,0,1,False,old dominion freight line declares dividend,old dominion freight line declar dividend,Old Dominion Freight Line declares $0.23 dividend
Page Industries Limited (NSE:PAGEIND) Stock Goes Ex-Dividend In Just 3 Days,2,75,11,0,0,0,1,False,page industry limited nse pageind stock go dividend day,page industri limit nse pageind stock goe dividend day,Page Industries Limited (NSE:PAGEIND) Stock Goes Ex-Dividend In Just 3 Days
Patterson-UTI Energy declares $0.04 dividend,2,44,5,0,0,0,1,False,patterson uti energy declares dividend,patterson uti energi declar dividend,Patterson-UTI Energy declares $0.04 dividend
Peoples Financial Services declares $0.36 dividend,2,50,6,0,0,0,1,False,people financial service declares dividend,peopl financi servic declar dividend,Peoples Financial Services declares $0.36 dividend
PepsiCo declares $0.955 dividend,2,32,4,0,0,0,1,False,pepsico declares dividend,pepsico declar dividend,PepsiCo declares $0.955 dividend
Permian Basin Royalty Trust declares $0.038987 dividend,2,55,7,0,0,0,1,False,permian basin royalty trust declares dividend,permian basin royalti trust declar dividend,Permian Basin Royalty Trust declares $0.038987 dividend
PermRock Royalty Trust declares $0.0373 dividend,2,48,6,0,0,0,1,False,permrock royalty trust declares dividend,permrock royalti trust declar dividend,PermRock Royalty Trust declares $0.0373 dividend
Phillips-Van Heusen goes ex-dividend tomorrow,2,45,5,0,0,0,0,False,phillips van heusen go dividend tomorrow,phillip van heusen goe dividend tomorrow,Phillips-Van Heusen goes ex-dividend tomorrow
PJT Partners declares $0.05 dividend,2,36,5,0,0,0,1,False,pjt partner declares dividend,pjt partner declar dividend,PJT Partners declares $0.05 dividend
PolyOne declares $0.2025 dividend,2,33,4,0,0,0,1,False,polyone declares dividend,polyon declar dividend,PolyOne declares $0.2025 dividend
Public Service declares $0.47 dividend,2,38,5,0,0,0,1,False,public service declares dividend,public servic declar dividend,Public Service declares $0.47 dividend
PulteGroup declares $0.12 dividend,2,34,4,0,0,0,1,False,pultegroup declares dividend,pultegroup declar dividend,PulteGroup declares $0.12 dividend
Ralph Lauren Corporation Declares Quarterly Dividend,2,52,6,0,0,0,0,False,ralph lauren corporation declares quarterly dividend,ralph lauren corpor declar quarter dividend,Ralph Lauren Corporation Declares Quarterly Dividend
Richards Packaging Income Fund  declares CAD 0.11 dividend,2,58,8,0,0,0,1,False,richards packaging income fund declares cad dividend,richard packag incom fund declar cad dividend,Richards Packaging Income Fund declares CAD 0.11 dividend
Royal Gold declares $0.28 dividend,2,34,5,0,0,0,1,False,royal gold declares dividend,royal gold declar dividend,Royal Gold declares $0.28 dividend
SmartCentres REIT declares CAD 0.1542 dividend,2,46,6,0,0,0,1,False,smartcentres reit declares cad dividend,smartcentr reit declar cad dividend,SmartCentres REIT declares CAD 0.1542 dividend
Source Capital declares $0.25 dividend,2,38,5,0,0,0,1,False,source capital declares dividend,sourc capit declar dividend,Source Capital declares $0.25 dividend
Spirit AeroSystems declares $0.01 dividend,2,42,5,0,0,0,1,False,spirit aerosystems declares dividend,spirit aerosystem declar dividend,Spirit AeroSystems declares $0.01 dividend
Steris declares $0.37 dividend,2,30,4,0,0,0,1,False,steris declares dividend,steri declar dividend,Steris declares $0.37 dividend
Sun Life Financial goes ex-dividend tomorrow,2,44,6,0,0,0,0,False,sun life financial go dividend tomorrow,sun life financi goe dividend tomorrow,Sun Life Financial goes ex-dividend tomorrow
Suncor Energy declares CAD 0.465 dividend,2,41,6,0,0,0,1,False,suncor energy declares cad dividend,suncor energi declar cad dividend,Suncor Energy declares CAD 0.465 dividend
Superior Plus declares CAD 0.06 dividend,2,40,6,0,0,0,1,False,superior plus declares cad dividend,superior plus declar cad dividend,Superior Plus declares CAD 0.06 dividend
Superior Uniform declares $0.10 dividend,2,40,5,0,0,0,1,False,superior uniform declares dividend,superior uniform declar dividend,Superior Uniform declares $0.10 dividend
Telephone and Data Systems declares $0.165 dividend,2,51,7,0,0,0,1,False,telephone data system declares dividend,telephon data system declar dividend,Telephone and Data Systems declares $0.165 dividend
The Estée Lauder Companies Inc. Declares Quarterly Dividend of $.48 Per Share,2,77,12,0,0,0,1,False,est lauder company inc declares quarterly dividend per share,est lauder compani inc declar quarter dividend per share,The Estée Lauder Companies Inc. Declares Quarterly Dividend of $.48 Per Share
Timken declares $0.28 dividend,2,30,4,0,0,0,1,False,timken declares dividend,timken declar dividend,Timken declares $0.28 dividend
Total S.A. declares EUR 0.68 final dividend,2,43,7,0,0,0,1,False,total declares eur final dividend,total declar eur final dividend,Total S.A. declares EUR 0.68 final dividend
U.S. Bancorp declares $0.42 dividend,2,36,5,0,0,0,1,False,bancorp declares dividend,bancorp declar dividend,U.S. Bancorp declares $0.42 dividend
U.S. Silica Holdings declares $0.02 dividend,2,44,6,0,0,0,1,False,silica holding declares dividend,silica hold declar dividend,U.S. Silica Holdings declares $0.02 dividend
United Bancorporation of Alabama declares $0.10 dividend,2,56,7,0,0,0,1,False,united bancorporation alabama declares dividend,unit bancorpor alabama declar dividend,United Bancorporation of Alabama declares $0.10 dividend
US Bancorp Deposit Shs Repr Non-Cum Perpetual Pfd Shs Series B declares $0.3219 dividend,2,88,14,0,0,0,1,False,bancorp deposit shs repr non cum perpetual pfd shs series declares dividend,bancorp deposit shs repr non cum perpetu pfd shs seri declar dividend,US Bancorp Deposit Shs Repr Non-Cum Perpetual Pfd Shs Series B declares $0.3219 dividend
Victory Bancorp declares $0.025 dividend,2,40,5,0,0,0,1,False,victory bancorp declares dividend,victori bancorp declar dividend,Victory Bancorp declares $0.025 dividend
Virtus InfraCap U.S. Preferred Stock ETF declares $0.19 dividend,2,64,9,0,0,0,1,False,virtu infracap preferred stock etf declares dividend,virtus infracap prefer stock etf declar dividend,Virtus InfraCap U.S. Preferred Stock ETF declares $0.19 dividend
Walker & Dunlop goes ex-dividend tomorrow,2,41,6,0,0,0,0,False,walker dunlop go dividend tomorrow,walker dunlop goe dividend tomorrow,Walker & Dunlop goes ex-dividend tomorrow
Waste Management declares $0.5125 dividend,2,42,5,0,0,0,1,False,waste management declares dividend,wast manag declar dividend,Waste Management declares $0.5125 dividend
Worthington declares $0.24 dividend,2,35,4,0,0,0,1,False,worthington declares dividend,worthington declar dividend,Worthington declares $0.24 dividend
Xenia Hotels declares $0.275 dividend,2,37,5,0,0,0,1,False,xenia hotel declares dividend,xenia hotel declar dividend,Xenia Hotels declares $0.275 dividend
Xilinx goes ex-dividend on Monday,2,33,5,0,0,0,0,False,xilinx go dividend monday,xilinx goe dividend monday,Xilinx goes ex-dividend on Monday
Xylem declares $0.26 dividend,2,29,4,0,0,0,1,False,xylem declares dividend,xylem declar dividend,Xylem declares $0.26 dividend
"$ACM - AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. https://t.co/0QlOr3sV7h #stockmarket #markets #stocks",0,136,19,3,0,1,0,True,ticker aecom given disappointing earnings news acm trading sell stockmarket market stock,ticker aecom given disappoint earn news acm trade sell stockmarket market stock,"$ACM - AECOM: Given Disappointing Earnings And No M&A News, ACM Is A Trading Sell. #stockmarket #markets #stocks"
$SBUX - Starbucks Likely Range Bound After Inconclusive Q4 2019 Earnings. Sign up for updates on Seeking Alpha!… https://t.co/I9CAnlrces,0,136,19,0,0,1,1,True,ticker starbucks likely range bound inconclusive earnings sign update seeking alpha,ticker starbuck like rang bound inconclus earn sign updat seek alpha,$SBUX - Starbucks Likely Range Bound After Inconclusive Q4 2019 Earnings. Sign up for updates on Seeking Alpha!…
3M Stock Is a Toxic Stock After Earnings,0,40,8,0,0,0,0,False,stock toxic stock earnings,stock toxic stock earn,3M Stock Is a Toxic Stock After Earnings
Conn's did not CONNect on earnings today as comps were weak https://t.co/z6yrORwrby $CONN,0,89,13,0,0,1,0,True,conn connect earnings today comp weak ticker,conn connect earn today comp weak ticker,Conn's did not CONNect on earnings today as comps were weak $CONN
Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin... https://t.co/GVVcZxePU3,0,142,20,0,0,1,0,False,exxon chevron posted weakest result year disappointing result almost busin,exxon chevron post weakest result year disappoint result almost busin,Exxon and Chevron posted the weakest results in years because of disappointing results in almost all of their busin...
Medigene AG Just Missed Earnings With A Surprise Loss - Here Are Analysts Latest Forecasts,0,90,15,0,0,0,0,False,medigene missed earnings surprise loss analyst latest forecast,medigen miss earn surpris loss analyst latest forecast,Medigene AG Just Missed Earnings With A Surprise Loss - Here Are Analysts Latest Forecasts
"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?",0,95,13,0,0,0,1,False,mohawk industry inc nyse mhk earnings dropped industry show weakness,mohawk industri inc nyse mhk earn drop industri show weak,"Mohawk Industries, Inc.'s (NYSE:MHK) Earnings Dropped -19%, Did Its Industry Show Weakness Too?"
Not So Happy Holidays for Kohl’s After Earnings,0,47,8,0,0,0,0,False,happy holiday kohl earnings,happi holiday kohl earn,Not So Happy Holidays for Kohl’s After Earnings
"Österreichische Post AG's (VIE:POST) Earnings Dropped -16%, How Did It Fare Against The Industry?",0,97,14,0,0,0,1,False,sterreichische post vie post earnings dropped fare industry,sterreichisch post vie post earn drop fare industri,"Österreichische Post AG's (VIE:POST) Earnings Dropped -16%, How Did It Fare Against The Industry?"
Twitter users explain why Kohl's stock just got obliterated after reporting earnings,0,84,12,0,0,0,0,False,twitter user explain kohl stock got obliterated reporting earnings,twitter user explain kohl stock got obliter report earn,Twitter users explain why Kohl's stock just got obliterated after reporting earnings
Twitter users explain why Kohl's stock just got obliterated after reporting earnings https://t.co/RnxmSz4Au1 by… https://t.co/F7B1rYCmPf,0,136,15,0,0,2,0,False,twitter user explain kohl stock got obliterated reporting earnings,twitter user explain kohl stock got obliter report earn,Twitter users explain why Kohl's stock just got obliterated after reporting earnings by…
Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,114,14,0,0,0,0,False,vitasoy international holding limited earnings missed analyst estimate analyst forecasting,vitasoy intern hold limit earn miss analyst estim analyst forecast,Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now
$LULU - Market Expects Good Earnings For Lululemon. Keep reading: https://t.co/vG3YYZshzX #economy #stockmarket #investing,1,122,14,3,0,1,0,True,ticker market expects good earnings lululemon keep reading economy stockmarket investing,ticker market expect good earn lululemon keep read economi stockmarket invest,$LULU - Market Expects Good Earnings For Lululemon. Keep reading: #economy #stockmarket #investing
"$XPO - XPO Logistics tops Q4 earnings view, hires Wyshner as new CFO https://t.co/W9cZlaz0KV",1,92,14,0,0,1,0,True,ticker xpo logistics top earnings view hire wyshner new cfo,ticker xpo logist top earn view hire wyshner new cfo,"$XPO - XPO Logistics tops Q4 earnings view, hires Wyshner as new CFO"
AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,1,63,6,0,0,0,0,False,abbvie report estimate beating fourth quarter earnings result,abbvi report estim beat fourth quarter earn result,AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results
Allergan Reports Fourth-Quarter 2019 Results That Plow Past Expectations,1,72,9,0,0,0,1,False,allergan report fourth quarter result plow past expectation,allergan report fourth quarter result plow past expect,Allergan Reports Fourth-Quarter 2019 Results That Plow Past Expectations
Amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN (via @TradingNation) https://t.co/RCmE2HVjcC,1,130,18,0,1,1,1,True,amazon hit trillion blowout earnings beat pro watching ticker via,amazon hit trillion blowout earn beat pros watch ticker via,Amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN (via @TradingNation)
Amazon's market value tops $1 trillion following the company's strong earnings report  https://t.co/AhgLGqh4nl,1,110,13,0,0,1,1,False,amazon market value top trillion following company strong earnings report,amazon market valu top trillion follow compani strong earn report,Amazon's market value tops $1 trillion following the company's strong earnings report
Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates,1,67,9,0,0,0,0,False,amkor technology amkr surpasses earnings revenue estimate,amkor technolog amkr surpass earn revenu estim,Amkor Technology (AMKR) Surpasses Q4 Earnings and Revenue Estimates
Bristol-Myers earnings rise due to Celgene deal,1,47,7,0,0,0,0,False,bristol myers earnings rise due celgene deal,bristol myer earn rise due celgen deal,Bristol-Myers earnings rise due to Celgene deal
Coca-Cola's Earnings: Outperforming Its Peers,1,45,5,0,0,0,0,False,coca cola earnings outperforming peer,coca cola earn outperform peer,Coca-Cola's Earnings: Outperforming Its Peers
CrowdStrike reported better-than-expected fiscal Q3 2020 results yesterday. “We think of ourselves as beyond just a… https://t.co/MyPorIzYlG,1,140,17,0,0,1,1,False,crowdstrike reported better expected fiscal result yesterday think beyond,crowdstrik report better expect fiscal result yesterday think beyond,CrowdStrike reported better-than-expected fiscal Q3 2020 results yesterday. “We think of ourselves as beyond just a…
DaVita HealthCare (DVA) Tops Q4 Earnings Estimates,1,50,7,0,0,0,0,False,davita healthcare dva top earnings estimate,davita healthcar dva top earn estim,DaVita HealthCare (DVA) Tops Q4 Earnings Estimates
DocuSign signs off on another solid earnings result https://t.co/YYekdVZrug $DOCU,1,81,10,0,0,1,0,True,docusign sign another solid earnings result ticker,docusign sign anoth solid earn result ticker,DocuSign signs off on another solid earnings result $DOCU
Opera Limited Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,1,90,13,0,0,0,0,False,opera limited beat earnings expectation analyst think happen next,opera limit beat earn expect analyst think happen next,Opera Limited Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next
Prospect Capital (PSEC) Meets Q2 Earnings Estimates,1,51,7,0,0,0,0,False,prospect capital psec meet earnings estimate,prospect capit psec meet earn estim,Prospect Capital (PSEC) Meets Q2 Earnings Estimates
"Restaurant Brands Int'l tops Q4 estimates, but company not ""clucking"" on all   
cylinders (QSR) https://t.co/wcig05Vmy3 $QSR",1,125,16,0,0,1,0,True,restaurant brand int top estimate company clucking cylinder qsr ticker,restaur brand int top estim compani cluck cylind qsr ticker,"Restaurant Brands Int'l tops Q4 estimates, but company not ""clucking"" on all cylinders (QSR) $QSR"
Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts,1,95,13,0,0,0,0,False,result digi international inc beat earnings expectation analyst new forecast,result digi intern inc beat earn expect analyst new forecast,Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts
Results: Synaptics Incorporated Exceeded Expectations And The Consensus Has Updated Its Estimates,1,97,12,0,0,0,0,False,result synaptics incorporated exceeded expectation consensus updated estimate,result synapt incorpor exceed expect consensus updat estim,Results: Synaptics Incorporated Exceeded Expectations And The Consensus Has Updated Its Estimates
Taubman Centers (TCO) Tops Q4 FFO and Revenue Estimates,1,55,9,0,0,0,0,False,taubman center tco top ffo revenue estimate,taubman center tco top ffo revenu estim,Taubman Centers (TCO) Tops Q4 FFO and Revenue Estimates
Vista Outdoor Beats Estimates on Improving Firearms Market,1,58,8,0,0,0,0,False,vista outdoor beat estimate improving firearm market,vista outdoor beat estim improv firearm market,Vista Outdoor Beats Estimates on Improving Firearms Market
Why Target Earnings Are Phenomenal,1,34,5,0,0,0,0,False,target earnings phenomenal,target earn phenomen,Why Target Earnings Are Phenomenal
 Canada Goose Reports Results for Third Quarter Fiscal 2020,2,59,9,0,0,0,1,False,canada goose report result third quarter fiscal,canada goos report result third quarter fiscal,Canada Goose Reports Results for Third Quarter Fiscal 2020
$A - Agilent Q4 2019 Earnings Preview https://t.co/vq1J1JWZHB,2,61,8,0,0,1,1,True,ticker agilent earnings preview,ticker agil earn preview,$A - Agilent Q4 2019 Earnings Preview
$AKAM - Akamai Q4 2019 Earnings Preview https://t.co/coM9VnoTwQ,2,63,8,0,0,1,1,True,ticker akamai earnings preview,ticker akamai earn preview,$AKAM - Akamai Q4 2019 Earnings Preview
$AMCR - Amcor 1H 2020 Earnings Preview https://t.co/nMWDLzQhJn,2,62,8,0,0,1,1,True,ticker amcor earnings preview,ticker amcor earn preview,$AMCR - Amcor 1H 2020 Earnings Preview
$AMEN - AMEN Properties reports Q3 results https://t.co/Slq9e0WkSc,2,66,8,0,0,1,0,True,ticker amen property report result,ticker amen properti report result,$AMEN - AMEN Properties reports Q3 results
$ARKR - Ark Restaurants reports Q1 results https://t.co/pA5RttZp4Y,2,66,8,0,0,1,0,True,ticker ark restaurant report result,ticker ark restaur report result,$ARKR - Ark Restaurants reports Q1 results
$ASHTF - Ashtead Group PLC's (ASHTF) CEO Brendan Horgan on Q2 2020 Results - Earnings Call Transcript. Subscribe to… https://t.co/DzsUSW8rg9,2,140,20,0,0,1,1,True,ticker ashtead group plc ashtf ceo brendan horgan result earnings call transcript subscribe,ticker ashtead group plc ashtf ceo brendan horgan result earn call transcript subscrib,$ASHTF - Ashtead Group PLC's (ASHTF) CEO Brendan Horgan on Q2 2020 Results - Earnings Call Transcript. Subscribe to…
"$BKE - The Buckle, Inc. (BKE) CEO Dennis Nelson on Q3 2019 Results - Earnings Call Transcript. Get more updates her… https://t.co/SpnZXsD2Cd",2,140,22,0,0,1,1,True,ticker buckle inc bke ceo dennis nelson result earnings call transcript get update,ticker buckl inc bke ceo denni nelson result earn call transcript get updat,"$BKE - The Buckle, Inc. (BKE) CEO Dennis Nelson on Q3 2019 Results - Earnings Call Transcript. Get more updates her…"
